normalized_key,original_entries,ranks,key_kinds,affected_records_in_our_data,data_venue_examples,current_match_target,priority_flag,rank_conflict
computer science technology,[SJR:norm_title] Journal of Computer Science and Technology | [SJR:norm_title] Journal of Computer Science and Technology (Argentina),SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Journal of Computer Science and Technology (Argentina),,
computers their applications,[CORE:norm_title] International Conference on Computers and their Applications | [SJR:norm_title] International Journal of Computers and their Applications,CORE National: USA | SJR Q4,norm_title,0,,[CORE National: USA] International Conference on Computers and their Applications,,
computing,[SJR:norm_title] Computing | [SJR:norm_title] International Journal of Computing,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Computing,,
consumer marketing,[SJR:norm_title] Journal of Consumer Marketing | [SJR:norm_title] Journal of International Consumer Marketing,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of International Consumer Marketing,,Y
contemporanea,[SJR:norm_title] Contemporanea | [SJR:norm_title] Contemporanea (Rome),SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] Contemporanea (Rome),,
contemporary mathematics,[SJR:norm_title] Contemporary Mathematics | [SJR:norm_title] Contemporary Mathematics (Singapore) (discontinued),SJR Q3 | SJR -,norm_title,0,,[SJR -] Contemporary Mathematics (Singapore) (discontinued),,
contemporary physics,[SJR:norm_title] Contemporary Physics | [SJR:norm_title] Journal of Contemporary Physics,SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Contemporary Physics,,Y
control,[SJR:norm_title] International Journal of Control | [SJR:norm_title] Control,SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Control,,
convivium,[SJR:norm_title] Convivium (Czech Republic) | [SJR:norm_title] Convivium | [SJR:norm_title] Convivium (Poland),SJR Q2 | SJR Q4 | SJR Q4,norm_title,0,,[SJR Q4] Convivium (Poland),,
cooperative information systems,[CORE:norm_title] International Conference on Cooperative Information Systems | [SJR:norm_title] International Journal of Cooperative Information Systems,CORE B | SJR Q4,norm_title,0,,[CORE B] International Conference on Cooperative Information Systems,,
corrosion,[SJR:norm_title] Corrosion | [SJR:norm_title] International Journal of Corrosion,SJR Q3 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Corrosion,,
cosmetic science,[SJR:norm_title] International Journal of Cosmetic Science | [SJR:norm_title] Journal of Cosmetic Science,SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Cosmetic Science,,
creativity,[SJR:norm_title] Journal of Creativity | [SJR:norm_title] Creativity,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Creativity,,
crime justice,[SJR:norm_title] Crime and Justice | [SJR:norm_title] Journal of Crime and Justice,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Crime and Justice,,
criminal justice,[SJR:norm_title] Journal of Criminal Justice | [SJR:norm_title] Journal of International Criminal Justice,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of International Criminal Justice,,
criminal justice review,[SJR:norm_title] Criminal Justice Review | [SJR:norm_title] International Criminal Justice Review,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] International Criminal Justice Review,,Y
criminal law review,[SJR:norm_title] International Criminal Law Review | [SJR:norm_title] Criminal Law Review,SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Criminal Law Review,,
criminology,[SJR:norm_title] Criminology | [SJR:norm_title] Journal of Criminology,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Criminology,,
crisis,[CORE:acronym] International Conference on Risks and Security of Internet and Systems | [SJR:norm_title] Crisis,CORE C | SJR Q2,acronym | norm_title,0,,[CORE C] International Conference on Risks and Security of Internet and Systems,,
critical care medicine,[SJR:norm_title] Critical Care Medicine | [SJR:norm_title] Journal of Critical Care Medicine,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Critical Care Medicine,,Y
critique,[SJR:norm_title] Critique | [SJR:norm_title] Critique (France),SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] Critique (France),,Y
crop protection,[SJR:norm_title] Crop Protection | [SJR:norm_title] Journal of Crop Protection,SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Crop Protection,,Y
cultural studies,[SJR:norm_title] International Journal of Cultural Studies | [SJR:norm_title] Cultural Studies,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Cultural Studies,,
curriculum teaching,[SJR:norm_title] Journal of Curriculum and Teaching | [SJR:norm_title] Curriculum and Teaching,SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] Curriculum and Teaching,,
cybersecurity,[SJR:norm_title] Cybersecurity | [SJR:norm_title] Journal of Cybersecurity,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Cybersecurity,,
dairy science,[SJR:norm_title] Journal of Dairy Science | [SJR:norm_title] International Journal of Dairy Science,SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] International Journal of Dairy Science,,Y
data,"[CORE:acronym] International Conference on Data Science, Technology and Applications | [SJR:norm_title] Data",CORE C | SJR Q2,acronym | norm_title,0,,"[CORE C] International Conference on Data Science, Technology and Applications",,
data information management,"[SJR:norm_title] Data and Information Management | [SJR:norm_title] Journal of Data, Information and Management",SJR Q1 | SJR Q2,norm_title,0,,"[SJR Q2] Journal of Data, Information and Management",,Y
data science,[SJR:norm_title] Data Science | [SJR:norm_title] Journal of Data Science,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Journal of Data Science,,
dental hygiene,[SJR:norm_title] International Journal of Dental Hygiene | [SJR:norm_title] Journal of Dental Hygiene,SJR Q2 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Dental Hygiene,,
dental journal,[SJR:norm_title] International Dental Journal | [SJR:norm_title] Dental Journal,SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] Dental Journal,,Y
dentistry,[SJR:norm_title] Journal of Dentistry | [SJR:norm_title] International Journal of Dentistry | [SJR:norm_title] Journal of Dentistry (Iran) | [SJR:norm_title] Dentistry 3000,SJR Q1 | SJR Q1 | SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Dentistry 3000,,Y
dermatology,[SJR:norm_title] Dermatology | [SJR:norm_title] International Journal of Dermatology | [SJR:norm_title] Journal of Dermatology,SJR Q1 | SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Dermatology,,
design,[SJR:norm_title] International Journal of Design | [SJR:norm_title] Journal of Design,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Design,,Y
designs for learning,[SJR:norm_title] Designs for Learning | [SJR:norm_title] International Journal of Designs for Learning,SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] International Journal of Designs for Learning,,Y
development,[SJR:norm_title] Development (Cambridge) | [SJR:norm_title] Journal of International Development | [SJR:norm_title] Development,SJR Q1 | SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Development,,Y
developmental biology,[SJR:norm_title] Developmental Biology | [SJR:norm_title] Journal of Developmental Biology | [SJR:norm_title] International Journal of Developmental Biology,SJR Q2 | SJR Q2 | SJR Q2,norm_title,0,,[SJR Q2] International Journal of Developmental Biology,,
developmental neuroscience,[SJR:norm_title] Developmental Neuroscience | [SJR:norm_title] International Journal of Developmental Neuroscience,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Developmental Neuroscience,,
devenir,[SJR:norm_title] Devenir (Peru) | [SJR:norm_title] Devenir,SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Devenir,,
diabetes,[SJR:norm_title] Diabetes | [SJR:norm_title] Journal of Diabetes,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Diabetes,,
diabetology,[SJR:norm_title] Diabetology | [SJR:norm_title] Diabetology International | [SJR:norm_title] Journal of Diabetology,SJR Q2 | SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Diabetology,,
differential equations,[SJR:norm_title] Journal of Differential Equations | [SJR:norm_title] Differential Equations | [SJR:norm_title] International Journal of Differential Equations,SJR Q1 | SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Differential Equations,,Y
digestive diseases,[SJR:norm_title] Digestive Diseases | [SJR:norm_title] Journal of Digestive Diseases,SJR Q2 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Digestive Diseases,,
disputatio,[SJR:norm_title] Disputatio | [SJR:norm_title] Disputatio (Spain),SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Disputatio (Spain),,
distributed computing,[CORE:norm_title] International Symposium on Distributed Computing (was WDAG) | [SJR:norm_title] Distributed Computing,CORE A | SJR Q2,norm_title,0,,[CORE A] International Symposium on Distributed Computing (was WDAG),,Y
diversity higher education,[SJR:norm_title] Journal of Diversity in Higher Education | [SJR:norm_title] Diversity in Higher Education,SJR Q1 | SJR -,norm_title,0,,[SJR -] Diversity in Higher Education,,Y
dublin core metadata applications,[CORE:norm_title] International Conference on Dublin Core and Metadata Applications | [SJR:norm_title] Proceedings of the International Conference on Dublin Core and Metadata Applications,CORE C | SJR -,norm_title,0,,[CORE C] International Conference on Dublin Core and Metadata Applications,,
dynamics control,[SJR:norm_title] International Journal of Dynamics and Control | [SJR:norm_title] Journal of Dynamics and Control,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Journal of Dynamics and Control,,
early modern studies,[SJR:norm_title] Journal of Early Modern Studies (Romania) | [SJR:norm_title] Journal of Early Modern Studies,SJR Q2 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Early Modern Studies,,
echocardiography,[SJR:norm_title] Journal of Echocardiography | [SJR:norm_title] Echocardiography,SJR Q3 | SJR Q3,norm_title,0,,[SJR Q3] Echocardiography,,
ecological engineering,[SJR:norm_title] Ecological Engineering | [SJR:norm_title] Journal of Ecological Engineering,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Ecological Engineering,,Y
ecology,[SJR:norm_title] Journal of Ecology | [SJR:norm_title] Ecology | [SJR:norm_title] International Journal of Ecology,SJR Q1 | SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] International Journal of Ecology,,Y
econometrics,[SJR:norm_title] Journal of Econometrics | [SJR:norm_title] Econometrics,SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] Econometrics,,Y
economia,[SJR:norm_title] EconomiA | [SJR:norm_title] Economia,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Economia,,
economic geography,[SJR:norm_title] Economic Geography | [SJR:norm_title] Journal of Economic Geography | [SJR:norm_title] Economic Geography (Switzerland),SJR Q1 | SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] Economic Geography (Switzerland),,Y
economic geology,[SJR:norm_title] Economic Geology | [SJR:norm_title] Journal of Economic Geology,SJR Q1 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Economic Geology,,Y
economic journal,[SJR:norm_title] Economic Journal | [SJR:norm_title] International Economic Journal,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] International Economic Journal,,Y
economic theory,[SJR:norm_title] Journal of Economic Theory | [SJR:norm_title] Economic Theory | [SJR:norm_title] International Journal of Economic Theory,SJR Q1 | SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Economic Theory,,Y
economics,[SJR:norm_title] Journal of International Economics | [SJR:norm_title] International Economics | [SJR:norm_title] Economics,SJR Q1 | SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Economics,,Y
economics business,[SJR:norm_title] Journal of Economics and Business | [SJR:norm_title] International Journal of the Economics of Business,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] International Journal of the Economics of Business,,Y
economics development,[SJR:norm_title] Journal of Economics and Development | [SJR:norm_title] Economics of Development (discontinued),SJR Q1 | SJR -,norm_title,0,,[SJR -] Economics of Development (discontinued),,Y
economics management,[SJR:norm_title] Journal of Economics and Management (Poland) | [SJR:norm_title] International Journal of Economics and Management,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Economics and Management,,
education,[SJR:norm_title] Journal of Education | [SJR:norm_title] Journal of Education (South Africa),SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] Journal of Education (South Africa),,Y
education culture society,"[SJR:norm_title] Journal of Education Culture and Society | [SJR:norm_title] Education, Culture, and Society",SJR Q1 | SJR Q4,norm_title,0,,"[SJR Q4] Education, Culture, and Society",,Y
educational data mining,[CORE:norm_title] Educational Data Mining | [SJR:norm_title] Journal of Educational Data Mining | [SJR:norm_title] Proceedings of the International Conference on Educational Data Mining,CORE B | SJR Q2 | SJR Q3,norm_title,0,,[CORE B] Educational Data Mining,,
educational research,[SJR:norm_title] Educational Research | [SJR:norm_title] International Journal of Educational Research | [SJR:norm_title] Journal of Educational Research,SJR Q1 | SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Educational Research,,Y
electrical computer engineering,[SJR:norm_title] Journal of Electrical and Computer Engineering | [SJR:norm_title] International Journal of Electrical and Computer Engineering (discontinued),SJR Q2 | SJR -,norm_title,0,,[SJR -] International Journal of Electrical and Computer Engineering (discontinued),,
electrical engineering,[SJR:norm_title] Electrical Engineering | [SJR:norm_title] Journal of Electrical Engineering (China) | [SJR:norm_title] Journal of Electrical Engineering | [SJR:norm_title] International Journal of Electrical Engineering,SJR Q2 | SJR Q3 | SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] International Journal of Electrical Engineering,,
electrochemistry,[SJR:norm_title] Journal of Electrochemistry | [SJR:norm_title] Electrochemistry,SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Electrochemistry,,
electronic business,[SJR:norm_title] International Journal of Electronic Business | [SJR:norm_title] Proceedings of the International Conference on Electronic Business (ICEB),SJR Q3 | SJR -,norm_title,0,,[SJR -] Proceedings of the International Conference on Electronic Business (ICEB),,
electronic commerce research,[SJR:norm_title] Electronic Commerce Research | [SJR:norm_title] Journal of Electronic Commerce Research,SJR Q1 | SJR Q1,norm_title,0,,[SJR Q1] Journal of Electronic Commerce Research,,
electronic materials,[SJR:norm_title] Journal of Electronic Materials | [SJR:norm_title] Electronic Materials,SJR Q2 | SJR Q2,norm_title,0,,[SJR Q2] Electronic Materials,,
electronics letters,[SJR:norm_title] Electronics Letters | [SJR:norm_title] International Journal of Electronics Letters,SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] International Journal of Electronics Letters,,
embedded wireless systems networks,[CORE:norm_title] International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks) | [SJR:norm_title] International Conference on Embedded Wireless Systems and Networks,CORE B | SJR -,norm_title,0,,[CORE B] International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),,
emergency critical care medicine,[SJR:norm_title] Emergency and Critical Care Medicine | [SJR:norm_title] Journal of Emergency and Critical Care Medicine,SJR Q2 | SJR Q3,norm_title,0,,[SJR Q3] Journal of Emergency and Critical Care Medicine,,
emergency management,[SJR:norm_title] Journal of Emergency Management | [SJR:norm_title] International Journal of Emergency Management,SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] International Journal of Emergency Management,,
emergency medicine,[SJR:norm_title] International Journal of Emergency Medicine | [SJR:norm_title] Journal of Emergency Medicine | [SJR:norm_title] Emergency Medicine International | [SJR:norm_title] Emergency Medicine (Ukraine),SJR Q2 | SJR Q2 | SJR Q2 | SJR Q4,norm_title,0,,[SJR Q4] Emergency Medicine (Ukraine),,
emergency nursing,[SJR:norm_title] International Emergency Nursing | [SJR:norm_title] Journal of Emergency Nursing,SJR Q1 | SJR Q2,norm_title,0,,[SJR Q2] Journal of Emergency Nursing,,Y
empirical economics,[SJR:norm_title] Empirical Economics | [SJR:norm_title] International Journal of Empirical Economics,SJR Q1 | SJR Q3,norm_title,0,,[SJR Q3] International Journal of Empirical Economics,,Y
empirical software engineering measurement,[CORE:norm_title] International Symposium on Empirical Software Engineering and Measurement | [SJR:norm_title] International Symposium on Empirical Software Engineering and Measurement,CORE A | SJR -,norm_title,0,,[CORE A] International Symposium on Empirical Software Engineering and Measurement,,Y
endocrinology metabolism,[SJR:norm_title] Endocrinology and Metabolism | [SJR:norm_title] International Journal of Endocrinology and Metabolism | [SJR:norm_title] Journal of Endocrinology and Metabolism,SJR Q1 | SJR Q3 | SJR Q4,norm_title,0,,[SJR Q4] Journal of Endocrinology and Metabolism,,Y
